DAU*,Herd Name,Post Hunt Estimate,Buck/ Doe ratio (per 100),Tag,Bucks,Does,Fawns,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,LowResponse,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,OTC,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Hunters_per_Acre,Hunters_per_Public_Acre,Drawn_out_level24,Chance_at_DOL24,DOL24,Drawn_out_level23,Chance_at_DOL23,DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOLE24,Chance_at_DOLN23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
3,North Park,5410,36,DM016E1R,20,0,0,20,40,0.5,145,No,A,L_U,1 Pref Points,4,4,100.0%,100.0%,D,M,016,E1,R,E1R,1,50,61,Oct. 1-7,,NA,No,No,No,No,No,NA,N,16,16 All High Country Rifle Seasons,355632,183364,51.6%,1.1247581769919467e-4,2.1814532841779192e-4,1 Pref Points,45.0%,1,1 Pref Points,14.0%,1,0,1,0.55,1.55,0.86,NA,1.8599999999999999,-0.4300000000000004,0.6099999999999994,0 Preference Points,0.39000000000000057,39%
3,North Park,5410,36,DM016E1R,20,0,0,20,40,0.5,145,No,A,L_R,0 Pref Points,5,6,83.0%,83.0%,D,M,016,E1,R,E1R,0,50,61,Oct. 1-7,,NA,No,No,No,No,No,NA,N,16,16 All High Country Rifle Seasons,355632,183364,51.6%,1.1247581769919467e-4,2.1814532841779192e-4,1 Pref Points,45.0%,1,1 Pref Points,83.0%,1,0.17000000000000004,0.17000000000000004,0.55,1.55,0.17000000000000004,NA,1.17,-0.5000000000000004,-0.03666666666666685,Choice 2,0.9633333333333332,96%
3,North Park,5410,36,DM017E1R,10,0,0,10,38,0.26300000000000001,176,No,A,A_R,Choice 2,6,12,50.0%,100.0%,D,M,017,E1,R,E1R,-1,50,32,Oct. 1-7,,NA,No,No,No,No,No,NA,Y,17,17 All High Country Rifle Seasons,311812,213812,68.6%,1.2186830526086232e-4,1.7772622677866536e-4,0 Pref Points,14.0%,0,0 Pref Points,43.0%,0,0.5,-0.5,0.86,0.86,0.5700000000000001,NA,0.5700000000000001,-0.5350000000000005,-0.7600000000000005,Choice 2,0.23999999999999955,24%
3,North Park,5410,36,DM017E1R,10,0,0,10,38,0.26300000000000001,176,No,A,A_NR,Choice 2,2,2,100.0%,100.0%,D,M,017,E1,R,E1R,-1,50,32,Oct. 1-7,,NA,No,No,No,No,No,NA,Y,17,17 All High Country Rifle Seasons,311812,213812,68.6%,1.2186830526086232e-4,1.7772622677866536e-4,1 Pref Points,100.0%,1,0 Pref Points,18.0%,0,0,-1,0,1,0.8200000000000001,NA,0.8200000000000001,-0.9100000000000007,-1.5466666666666673,Choice 3,0.4533333333333327,45%
3,North Park,5410,36,DM017E1R,10,0,0,10,38,0.26300000000000001,176,No,A,Y_R,0 Pref Points,1,1,100.0%,NA,D,M,017,E1,R,E1R,0,50,32,Oct. 1-7,,NA,No,No,No,No,No,NA,N,17,17 All High Country Rifle Seasons,311812,213812,68.6%,1.2186830526086232e-4,1.7772622677866536e-4,0 Pref Points,75.0%,0,0 Pref Points,25.0%,0,0,0,0.25,0.25,0.75,NA,0.75,-0.3750000000000002,-0.41666666666666696,Choice 2,0.583333333333333,58%
3,North Park,5410,36,DM017E1R,10,0,0,10,38,0.26300000000000001,176,No,A,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,017,E1,R,E1R,0,50,32,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,17,17 All High Country Rifle Seasons,311812,213812,68.6%,1.2186830526086232e-4,1.7772622677866536e-4,No Apps,NA,0,0 Pref Points,100.0%,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
3,North Park,5410,36,DM017E1R,10,0,0,10,38,0.26300000000000001,176,No,A,L_U,2 Pref Points,4,5,80.0%,80.0%,D,M,017,E1,R,E1R,2,50,32,Oct. 1-7,,NA,No,No,No,No,No,NA,N,17,17 All High Country Rifle Seasons,311812,213812,68.6%,1.2186830526086232e-4,1.7772622677866536e-4,2 Pref Points,45.0%,2,2 Pref Points,50.0%,2,0.19999999999999996,2.2,0.55,2.55,0.5,NA,2.5,-0.15000000000000083,2.1166666666666663,2 Preference Points,0.8833333333333337,88%
3,North Park,5410,36,DM017E1R,10,0,0,10,38,0.26300000000000001,176,No,A,L_R,1 Pref Points,4,4,100.0%,100.0%,D,M,017,E1,R,E1R,1,50,32,Oct. 1-7,,NA,No,No,No,No,No,NA,N,17,17 All High Country Rifle Seasons,311812,213812,68.6%,1.2186830526086232e-4,1.7772622677866536e-4,2 Pref Points,56.0%,2,1 Pref Points,8.0%,1,0,1,0.43999999999999995,2.44,0.92,NA,1.92,-0.46000000000000074,0.8666666666666658,0 Preference Points,0.1333333333333342,13%
3,North Park,5410,36,DM161E1R,31,0,0,31,46,0.67400000000000004,170,No,A,A_R,2 Pref Points,7,19,37.0%,37.0%,D,M,161,E1,R,E1R,2,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,1.0064368198346818e-4,1.353219780543053e-4,2 Pref Points,5.0%,2,2 Pref Points,35.0%,2,0.63,2.63,0.95,2.95,0.65,NA,2.65,-0.010000000000000852,2.7233333333333314,2 Preference Points,0.2766666666666686,28%
3,North Park,5410,36,DM161E1R,31,0,0,31,46,0.67400000000000004,170,No,A,A_NR,6 Pref Points,3,5,60.0%,60.0%,D,M,161,E1,R,E1R,6,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,1.0064368198346818e-4,1.353219780543053e-4,5 Pref Points,90.0%,5,4 Pref Points,56.0%,4,0.4,6.4,0.09999999999999998,5.1,0.43999999999999995,NA,4.4399999999999995,0.9799999999999995,7.273333333333333,7 Preference Points,0.7266666666666666,73%
3,North Park,5410,36,DM161E1R,31,0,0,31,46,0.67400000000000004,170,No,A,Y_R,2 Pref Points,1,4,25.0%,NA,D,M,161,E1,R,E1R,2,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,1.0064368198346818e-4,1.353219780543053e-4,4 Pref Points,100.0%,4,None Drawn,NA,0,0.75,2.75,0,4,NA,NA,NA,-1.249999999999999,1.5000000000000009,1 Preference Points,0.4999999999999991,50%
3,North Park,5410,36,DM161E1R,31,0,0,31,46,0.67400000000000004,170,No,A,Y_NR,None Drawn,NA,NA,NA,25.0%,D,M,161,E1,R,E1R,0,55,150,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,1.0064368198346818e-4,1.353219780543053e-4,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,North Park,5410,36,DM161E1R,31,0,0,31,46,0.67400000000000004,170,No,A,L_U,0 Pref Points,4,6,67.0%,67.0%,D,M,161,E1,R,E1R,0,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,1.0064368198346818e-4,1.353219780543053e-4,0 Pref Points,20.0%,0,0 Pref Points,20.0%,0,0.32999999999999996,0.32999999999999996,0.8,0.8,0.8,NA,0.8,-0.23500000000000035,0.173333333333333,0 Preference Points,0.826666666666667,83%
3,North Park,5410,36,DM161E1R,31,0,0,31,46,0.67400000000000004,170,No,A,L_R,Leftover Choice 2,1,1,100.0%,100.0%,D,M,161,E1,R,E1R,0,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,Y,161,161 All High Country Rifle Seasons,457058,339930,74.4%,1.0064368198346818e-4,1.353219780543053e-4,Leftover Choice 1,100.0%,0,Leftover Choice 2,100.0%,0,0,0,0,0,0,NA,0,-0,-0,Choice 2,-0,0%
3,North Park,5410,36,DM171E1R,20,0,0,20,45,0.44400000000000001,194,No,A,A_R,0 Pref Points,5,17,29.0%,29.0%,D,M,171,E1,R,E1R,0,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1.583614864864865e-4,2.0755117289473926e-4,1 Pref Points,82.0%,1,1 Pref Points,74.0%,1,0.71,0.71,0.18000000000000005,1.1800000000000002,0.26,NA,1.26,-0.27500000000000036,0.49999999999999956,0 Preference Points,0.5000000000000004,50%
3,North Park,5410,36,DM171E1R,20,0,0,20,45,0.44400000000000001,194,No,A,A_NR,1 Pref Points,3,3,100.0%,100.0%,D,M,171,E1,R,E1R,1,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1.583614864864865e-4,2.0755117289473926e-4,1 Pref Points,33.0%,1,1 Pref Points,100.0%,1,0,1,0.6699999999999999,1.67,0,NA,1,-3.1401849173675513e-16,1.2233333333333327,1 Preference Points,0.7766666666666673,78%
3,North Park,5410,36,DM171E1R,20,0,0,20,45,0.44400000000000001,194,No,A,Y_R,1 Pref Points,1,1,100.0%,NA,D,M,171,E1,R,E1R,1,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1.583614864864865e-4,2.0755117289473926e-4,2 Pref Points,100.0%,2,1 Pref Points,86.0%,1,0,1,0,2,0.14,NA,1.1400000000000001,-0.07000000000000049,1.2399999999999989,1 Preference Points,0.7600000000000011,76%
3,North Park,5410,36,DM171E1R,20,0,0,20,45,0.44400000000000001,194,No,A,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,171,E1,R,E1R,0,45,57,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1.583614864864865e-4,2.0755117289473926e-4,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,North Park,5410,36,DM171E1R,20,0,0,20,45,0.44400000000000001,194,No,A,L_U,Choice 2,2,2,100.0%,100.0%,D,M,171,E1,R,E1R,-1,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,Y,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1.583614864864865e-4,2.0755117289473926e-4,0 Pref Points,60.0%,0,0 Pref Points,100.0%,0,0,-1,0.4,0.4,0,NA,0,-0.5000000000000003,-1.2000000000000006,Choice 3,0.7999999999999994,80%
3,North Park,5410,36,DM171E1R,20,0,0,20,45,0.44400000000000001,194,No,A,L_R,None Drawn,NA,NA,NA,NA,D,M,171,E1,R,E1R,0,45,57,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1.583614864864865e-4,2.0755117289473926e-4,0 Pref Points,50.0%,0,Leftover Choice 2,100.0%,0,NA,NA,0.5,0.5,0,NA,0,0.49999999999999994,1.5,1 Preference Points,0.5,50%
3,North Park,5410,36,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,A_R,3 Pref Points,7,11,64.0%,64.0%,D,M,006,E1,R,E1R,3,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,6,6 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,3 Pref Points,40.0%,3,2 Pref Points,18.0%,2,0.36,3.36,0.6,3.6,0.8200000000000001,NA,2.8200000000000003,0.26999999999999924,3.799999999999999,3 Preference Points,0.20000000000000107,20%
4,Red Feather,12320,34,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,A_R,3 Pref Points,7,11,64.0%,64.0%,D,M,006,E1,R,E1R,3,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,7,7 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,3 Pref Points,40.0%,3,2 Pref Points,18.0%,2,0.36,3.36,0.6,3.6,0.8200000000000001,NA,2.8200000000000003,0.26999999999999924,3.799999999999999,3 Preference Points,0.20000000000000107,20%
3,North Park,5410,36,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,A_NR,3 Pref Points,2,2,100.0%,100.0%,D,M,006,E1,R,E1R,3,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,6,6 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,4 Pref Points,100.0%,4,3 Pref Points,60.0%,3,0,3,0,4,0.4,NA,3.4,-0.20000000000000126,3.0666666666666647,3 Preference Points,0.9333333333333353,93%
4,Red Feather,12320,34,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,A_NR,3 Pref Points,2,2,100.0%,100.0%,D,M,006,E1,R,E1R,3,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,7,7 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,4 Pref Points,100.0%,4,3 Pref Points,60.0%,3,0,3,0,4,0.4,NA,3.4,-0.20000000000000126,3.0666666666666647,3 Preference Points,0.9333333333333353,93%
3,North Park,5410,36,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,6,6 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,None Drawn,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Red Feather,12320,34,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,7,7 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,None Drawn,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,North Park,5410,36,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,Y_NR,No Apps,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,6,6 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,No Apps,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Red Feather,12320,34,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,Y_NR,No Apps,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,7,7 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,No Apps,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,North Park,5410,36,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,L_U,N/A,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,6,6 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Red Feather,12320,34,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,L_U,N/A,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,7,7 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,North Park,5410,36,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,L_R,N/A,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,6,6 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Red Feather,12320,34,DM006E1R,5,0,0,5,18,0.27800000000000002,123,No,A,L_R,N/A,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,7,7 All High Country Rifle Seasons,667536,509975,76.4%,2.696483785144172e-5,3.529584783567822e-5,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,White River,23520,29,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,A_R,7 Pref Points,3,4,75.0%,75.0%,D,M,012,E1,R,E1R,7,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"12,24,231","12 All Rifle,24 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,5 Pref Points,100.0%,5,7 Pref Points,100.0%,7,0.25,7.25,0,5,0,NA,7,0.12499999999999886,6.666666666666665,6 Preference Points,0.3333333333333348,33%
43,Sweetwater Creek,6790,18,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,A_R,7 Pref Points,3,4,75.0%,75.0%,D,M,012,E1,R,E1R,7,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"25,26","25 All Rifle,26 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,5 Pref Points,100.0%,5,7 Pref Points,100.0%,7,0.25,7.25,0,5,0,NA,7,0.12499999999999886,6.666666666666665,6 Preference Points,0.3333333333333348,33%
7,White River,23520,29,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,A_NR,13 Pref Points,1,2,50.0%,50.0%,D,M,012,E1,R,E1R,13,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"12,24,231","12 All Rifle,24 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,8 Pref Points,100.0%,8,11 Pref Points,50.0%,11,0.5,13.5,0,8,0.5,NA,11.5,0.9999999999999982,12.999999999999998,12 Preference Points,1.7763568394002505e-15,0%
43,Sweetwater Creek,6790,18,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,A_NR,13 Pref Points,1,2,50.0%,50.0%,D,M,012,E1,R,E1R,13,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"25,26","25 All Rifle,26 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,8 Pref Points,100.0%,8,11 Pref Points,50.0%,11,0.5,13.5,0,8,0.5,NA,11.5,0.9999999999999982,12.999999999999998,12 Preference Points,1.7763568394002505e-15,0%
7,White River,23520,29,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,Yes,N,"12,24,231","12 All Rifle,24 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,5 Pref Points,100.0%,5,None Drawn,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA
43,Sweetwater Creek,6790,18,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,Yes,N,"25,26","25 All Rifle,26 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,5 Pref Points,100.0%,5,None Drawn,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA
7,White River,23520,29,DM012E1R,4,0,0,4,10,0.4,20,Yes,A,Y_NR,None Drawn,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,Yes,N,"12,24,231","12 All Rifle,24 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,5.781315943134976e-6,8.415794089082864e-6,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
