Tag,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,OTC,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Drawn_out_level24,Chance_at_DOL24,DOL24,Drawn_out_level23,Chance_at_DOL23,DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOLE24,Chance_at_DOLN23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
DM161E1R,A,A_R,2 Pref Points,7,19,37.0%,37.0%,D,M,161,E1,R,E1R,2,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,2 Pref Points,5.0%,2,2 Pref Points,35.0%,2,0.63,2.63,0.95,2.95,0.65,NA,2.65,-0.010000000000000852,2.7233333333333314,2 Preference Points,0.2766666666666686,28%
DM161E1R,A,A_NR,6 Pref Points,3,5,60.0%,60.0%,D,M,161,E1,R,E1R,6,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,5 Pref Points,90.0%,5,4 Pref Points,56.0%,4,0.4,6.4,0.09999999999999998,5.1,0.43999999999999995,NA,4.4399999999999995,0.9799999999999995,7.273333333333333,7 Preference Points,0.7266666666666666,73%
DM161E1R,A,Y_R,2 Pref Points,1,4,25.0%,NA,D,M,161,E1,R,E1R,2,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,4 Pref Points,100.0%,4,None Drawn,NA,0,0.75,2.75,0,4,NA,NA,NA,-1.249999999999999,1.5000000000000009,1 Preference Points,0.4999999999999991,50%
DM161E1R,A,Y_NR,None Drawn,NA,NA,NA,25.0%,D,M,161,E1,R,E1R,0,55,150,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM161E1R,A,L_U,0 Pref Points,4,6,67.0%,67.0%,D,M,161,E1,R,E1R,0,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,N,161,161 All High Country Rifle Seasons,457058,339930,74.4%,0 Pref Points,20.0%,0,0 Pref Points,20.0%,0,0.32999999999999996,0.32999999999999996,0.8,0.8,0.8,NA,0.8,-0.23500000000000035,0.173333333333333,0 Preference Points,0.826666666666667,83%
DM161E1R,A,L_R,Leftover Choice 2,1,1,100.0%,100.0%,D,M,161,E1,R,E1R,0,55,150,Oct. 1-7,,NA,No,No,No,No,No,NA,Y,161,161 All High Country Rifle Seasons,457058,339930,74.4%,Leftover Choice 1,100.0%,0,Leftover Choice 2,100.0%,0,0,0,0,0,0,NA,0,-0,-0,Choice 2,-0,0%
DM171E1R,A,A_R,0 Pref Points,5,17,29.0%,29.0%,D,M,171,E1,R,E1R,0,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1 Pref Points,82.0%,1,1 Pref Points,74.0%,1,0.71,0.71,0.18000000000000005,1.1800000000000002,0.26,NA,1.26,-0.27500000000000036,0.49999999999999956,0 Preference Points,0.5000000000000004,50%
DM171E1R,A,A_NR,1 Pref Points,3,3,100.0%,100.0%,D,M,171,E1,R,E1R,1,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,1 Pref Points,33.0%,1,1 Pref Points,100.0%,1,0,1,0.6699999999999999,1.67,0,NA,1,-3.1401849173675513e-16,1.2233333333333327,1 Preference Points,0.7766666666666673,78%
DM171E1R,A,Y_R,1 Pref Points,1,1,100.0%,NA,D,M,171,E1,R,E1R,1,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,2 Pref Points,100.0%,2,1 Pref Points,86.0%,1,0,1,0,2,0.14,NA,1.1400000000000001,-0.07000000000000049,1.2399999999999989,1 Preference Points,0.7600000000000011,76%
DM171E1R,A,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,171,E1,R,E1R,0,45,57,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM171E1R,A,L_U,Choice 2,2,2,100.0%,100.0%,D,M,171,E1,R,E1R,-1,45,57,Oct. 1-7,,NA,No,No,No,No,No,NA,Y,171,171 All High Country Rifle Seasons,284160,216814,76.3%,0 Pref Points,60.0%,0,0 Pref Points,100.0%,0,0,-1,0.4,0.4,0,NA,0,-0.5000000000000003,-1.2000000000000006,Choice 3,0.7999999999999994,80%
DM171E1R,A,L_R,None Drawn,NA,NA,NA,NA,D,M,171,E1,R,E1R,0,45,57,Oct. 1-7,,NA,No,No,No,No,No,Yes,N,171,171 All High Country Rifle Seasons,284160,216814,76.3%,0 Pref Points,50.0%,0,Leftover Choice 2,100.0%,0,NA,NA,0.5,0.5,0,NA,0,0.49999999999999994,1.5,1 Preference Points,0.5,50%
DM006E1R,A,A_R,3 Pref Points,7,11,64.0%,64.0%,D,M,006,E1,R,E1R,3,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"6,7","6 All High Country Rifle Seasons,7 All High Country Rifle Seasons",667536,509975,76.4%,3 Pref Points,40.0%,3,2 Pref Points,18.0%,2,0.36,3.36,0.6,3.6,0.8200000000000001,NA,2.8200000000000003,0.26999999999999924,3.799999999999999,3 Preference Points,0.20000000000000107,20%
DM006E1R,A,A_NR,3 Pref Points,2,2,100.0%,100.0%,D,M,006,E1,R,E1R,3,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"6,7","6 All High Country Rifle Seasons,7 All High Country Rifle Seasons",667536,509975,76.4%,4 Pref Points,100.0%,4,3 Pref Points,60.0%,3,0,3,0,4,0.4,NA,3.4,-0.20000000000000126,3.0666666666666647,3 Preference Points,0.9333333333333353,93%
DM006E1R,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,"6,7","6 All High Country Rifle Seasons,7 All High Country Rifle Seasons",667536,509975,76.4%,None Drawn,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM006E1R,A,Y_NR,No Apps,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,"6,7","6 All High Country Rifle Seasons,7 All High Country Rifle Seasons",667536,509975,76.4%,No Apps,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM006E1R,A,L_U,N/A,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"6,7","6 All High Country Rifle Seasons,7 All High Country Rifle Seasons",667536,509975,76.4%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM006E1R,A,L_R,N/A,NA,NA,NA,NA,D,M,006,E1,R,E1R,0,20,74,Sept. 5-13,Rawah Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"6,7","6 All High Country Rifle Seasons,7 All High Country Rifle Seasons",667536,509975,76.4%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM012E1R,A,A_R,7 Pref Points,3,4,75.0%,75.0%,D,M,012,E1,R,E1R,7,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"12,24,25,26,231","12 All Rifle,24 All High Country Rifle Seasons,25 All Rifle,26 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,5 Pref Points,100.0%,5,7 Pref Points,100.0%,7,0.25,7.25,0,5,0,NA,7,0.12499999999999886,6.666666666666665,6 Preference Points,0.3333333333333348,33%
DM012E1R,A,A_NR,13 Pref Points,1,2,50.0%,50.0%,D,M,012,E1,R,E1R,13,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"12,24,25,26,231","12 All Rifle,24 All High Country Rifle Seasons,25 All Rifle,26 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,8 Pref Points,100.0%,8,11 Pref Points,50.0%,11,0.5,13.5,0,8,0.5,NA,11.5,0.9999999999999982,12.999999999999998,12 Preference Points,1.7763568394002505e-15,0%
DM012E1R,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,Yes,N,"12,24,25,26,231","12 All Rifle,24 All High Country Rifle Seasons,25 All Rifle,26 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,5 Pref Points,100.0%,5,None Drawn,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA
DM012E1R,A,Y_NR,None Drawn,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,Yes,N,"12,24,25,26,231","12 All Rifle,24 All High Country Rifle Seasons,25 All Rifle,26 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM012E1R,A,L_U,N/A,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"12,24,25,26,231","12 All Rifle,24 All High Country Rifle Seasons,25 All Rifle,26 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM012E1R,A,L_R,N/A,NA,NA,NA,NA,D,M,012,E1,R,E1R,0,10,107,Sept. 5-13,Flattops Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"12,24,25,26,231","12 All Rifle,24 All High Country Rifle Seasons,25 All Rifle,26 All High Country Rifle Seasons,231 All High Country Rifle Seasons",1729710,1188242,68.7%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM014E1R,A,A_R,2 Pref Points,1,31,3.0%,3.0%,D,M,014,E1,R,E1R,2,40,174,Sept. 5-13,Mt Zirkel Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"14,16,161","14 All High Country Rifle Seasons,16 All High Country Rifle Seasons,161 All High Country Rifle Seasons",1267501,912458,72%,2 Pref Points,21.0%,2,2 Pref Points,4.0%,2,0.97,2.9699999999999998,0.79,2.79,0.96,NA,2.96,0.004999999999998866,2.916666666666666,2 Preference Points,0.08333333333333393,8%
DM014E1R,A,A_NR,5 Pref Points,3,4,75.0%,75.0%,D,M,014,E1,R,E1R,5,40,174,Sept. 5-13,Mt Zirkel Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"14,16,161","14 All High Country Rifle Seasons,16 All High Country Rifle Seasons,161 All High Country Rifle Seasons",1267501,912458,72%,4 Pref Points,100.0%,4,4 Pref Points,100.0%,4,0.25,5.25,0,4,0,NA,4,0.6249999999999993,5.666666666666666,5 Preference Points,0.3333333333333339,33%
DM014E1R,A,Y_R,3 Pref Points,1,1,100.0%,NA,D,M,014,E1,R,E1R,3,40,174,Sept. 5-13,Mt Zirkel Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"14,16,161","14 All High Country Rifle Seasons,16 All High Country Rifle Seasons,161 All High Country Rifle Seasons",1267501,912458,72%,2 Pref Points,100.0%,2,2 Pref Points,33.0%,2,0,3,0,2,0.6699999999999999,NA,2.67,0.16499999999999998,2.886666666666666,2 Preference Points,0.11333333333333417,11%
DM014E1R,A,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,014,E1,R,E1R,0,40,174,Sept. 5-13,Mt Zirkel Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,"14,16,161","14 All High Country Rifle Seasons,16 All High Country Rifle Seasons,161 All High Country Rifle Seasons",1267501,912458,72%,4 Pref Points,100.0%,4,None Drawn,NA,0,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA
DM014E1R,A,L_U,N/A,NA,NA,NA,NA,D,M,014,E1,R,E1R,0,40,174,Sept. 5-13,Mt Zirkel Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"14,16,161","14 All High Country Rifle Seasons,16 All High Country Rifle Seasons,161 All High Country Rifle Seasons",1267501,912458,72%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM014E1R,A,L_R,N/A,NA,NA,NA,NA,D,M,014,E1,R,E1R,0,40,174,Sept. 5-13,Mt Zirkel Wilderness See Brochure,NA,No,No,No,No,No,NA,N,"14,16,161","14 All High Country Rifle Seasons,16 All High Country Rifle Seasons,161 All High Country Rifle Seasons",1267501,912458,72%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM036E1R,A,A_R,4 Pref Points,6,7,86.0%,86.0%,D,M,036,E1,R,E1R,4,10,37,Sept. 5-13,Eagles Nest Wilderness See Brochure,NA,No,No,No,No,No,NA,N,36,36 All High Country Rifle Seasons,298111,244523,82%,4 Pref Points,40.0%,4,3 Pref Points,45.0%,3,0.14,4.14,0.6,4.6,0.55,NA,3.55,0.29499999999999965,4.686666666666666,4 Preference Points,0.31333333333333435,31%
DM036E1R,A,A_NR,8 Pref Points,1,1,100.0%,100.0%,D,M,036,E1,R,E1R,8,10,37,Sept. 5-13,Eagles Nest Wilderness See Brochure,NA,No,No,No,No,No,NA,N,36,36 All High Country Rifle Seasons,298111,244523,82%,7 Pref Points,100.0%,7,5 Pref Points,50.0%,5,0,8,0,7,0.5,NA,5.5,1.2499999999999996,9.333333333333332,9 Preference Points,0.6666666666666679,67%
DM036E1R,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,036,E1,R,E1R,0,10,37,Sept. 5-13,Eagles Nest Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,36,36 All High Country Rifle Seasons,298111,244523,82%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM036E1R,A,Y_NR,None Drawn,NA,NA,NA,NA,D,M,036,E1,R,E1R,0,10,37,Sept. 5-13,Eagles Nest Wilderness See Brochure,NA,No,No,No,No,No,Yes,N,36,36 All High Country Rifle Seasons,298111,244523,82%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM036E1R,A,L_U,N/A,NA,NA,NA,NA,D,M,036,E1,R,E1R,0,10,37,Sept. 5-13,Eagles Nest Wilderness See Brochure,NA,No,No,No,No,No,NA,N,36,36 All High Country Rifle Seasons,298111,244523,82%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM036E1R,A,L_R,N/A,NA,NA,NA,NA,D,M,036,E1,R,E1R,0,10,37,Sept. 5-13,Eagles Nest Wilderness See Brochure,NA,No,No,No,No,No,NA,N,36,36 All High Country Rifle Seasons,298111,244523,82%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM043E1R,A,A_R,3 Pref Points,3,13,23.0%,23.0%,D,M,043,E1,R,E1R,3,30,151,Sept. 5-13,Maroon Bells Wldrnss See Brochure,NA,No,No,No,No,No,NA,N,"43,431","43 All High Country Rifle Seasons,431 All High Country Rifle Seasons",796327,581421,73%,4 Pref Points,79.0%,4,3 Pref Points,27.0%,3,0.77,3.77,0.20999999999999996,4.21,0.73,NA,3.73,0.019999999999999348,3.943333333333333,3 Preference Points,0.05666666666666709,6%
DM043E1R,A,A_NR,7 Pref Points,1,7,14.0%,14.0%,D,M,043,E1,R,E1R,7,30,151,Sept. 5-13,Maroon Bells Wldrnss See Brochure,NA,No,No,No,No,No,NA,N,"43,431","43 All High Country Rifle Seasons,431 All High Country Rifle Seasons",796327,581421,73%,7 Pref Points,100.0%,7,5 Pref Points,62.0%,5,0.86,7.86,0,7,0.38,NA,5.38,1.2400000000000009,9.226666666666667,9 Preference Points,0.7733333333333334,77%
DM043E1R,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,043,E1,R,E1R,0,30,151,Sept. 5-13,Maroon Bells Wldrnss See Brochure,NA,No,No,No,No,No,Yes,N,"43,431","43 All High Country Rifle Seasons,431 All High Country Rifle Seasons",796327,581421,73%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM043E1R,A,Y_NR,None Drawn,NA,NA,NA,NA,D,M,043,E1,R,E1R,0,30,151,Sept. 5-13,Maroon Bells Wldrnss See Brochure,NA,No,No,No,No,No,Yes,N,"43,431","43 All High Country Rifle Seasons,431 All High Country Rifle Seasons",796327,581421,73%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM043E1R,A,L_U,N/A,NA,NA,NA,NA,D,M,043,E1,R,E1R,0,30,151,Sept. 5-13,Maroon Bells Wldrnss See Brochure,NA,No,No,No,No,No,NA,N,"43,431","43 All High Country Rifle Seasons,431 All High Country Rifle Seasons",796327,581421,73%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM043E1R,A,L_R,N/A,NA,NA,NA,NA,D,M,043,E1,R,E1R,0,30,151,Sept. 5-13,Maroon Bells Wldrnss See Brochure,NA,No,No,No,No,No,NA,N,"43,431","43 All High Country Rifle Seasons,431 All High Country Rifle Seasons",796327,581421,73%,N/A,NA,0,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM044E1R,A,A_R,8 Pref Points,2,4,50.0%,50.0%,D,M,044,E1,R,E1R,8,15,158,Sept. 5-13,Holy Cross Wilderness See Brochure,NA,High Demand,No,No,No,No,NA,N,"44,45,444","44 All High Country Rifle Seasons,45 All High Country Rifle Seasons,444 All High Country Rifle Seasons",1166019,904202,77.5%,7 Pref Points,67.0%,7,6 Pref Points,40.0%,6,0.5,8.5,0.32999999999999996,7.33,0.6,NA,6.6,0.9499999999999988,9.376666666666665,9 Preference Points,0.6233333333333348,62%
